code,code_system,include,term,notes
"""medcode""",UNKNOWN,true,"""term""	""database""",
"""14886691000006119""",UNKNOWN,true,"""percentage of readings below level 1 hypoglycaemic threshold to total point-of-care capillary blood glucose readings using blood glucose meter""	""Aurum""",
"""14886711000006116""",UNKNOWN,true,"""mean number of point-of-care capillary blood glucose measurements per day""	""Aurum""",
"""14917971000006117""",UNKNOWN,true,"""dsmq (diabetes self management questionnaire) glucose monitoring score""	""Aurum""",
"""14918051000006113""",UNKNOWN,true,"""dsmq-r (diabetes self management questionnaire - revised) glucose monitoring score""	""Aurum""",
"""14918851000006117""",UNKNOWN,true,"""target blood glucose concentration at breakfast""	""Aurum""",
"""14918861000006115""",UNKNOWN,true,"""target blood glucose concentration at lunch""	""Aurum""",
"""14918871000006110""",UNKNOWN,true,"""target blood glucose concentration at evening meal""	""Aurum""",
"""14919701000006117""",UNKNOWN,true,"""patient advised to monitor blood glucose level before driving""	""Aurum""",
"""14920351000006115""",UNKNOWN,true,"""automated low glucose suspend of insulin delivery using sensor augmented insulin pump device""	""Aurum""",
"""14920381000006111""",UNKNOWN,true,"""automated predictive low glucose suspend of insulin delivery using sensor augmented insulin pump device""	""Aurum""",
"""14920451000006110""",UNKNOWN,true,"""percentage of time spent by continuous automated insulin delivery system in low glucose suspend""	""Aurum""",
"""15077691000006118""",UNKNOWN,true,"""random blood glucose within reference range""	""Aurum""",
"""15077701000006118""",UNKNOWN,true,"""random blood sugar below reference range""	""Aurum""",
"""15077711000006115""",UNKNOWN,true,"""random blood sugar above reference range""	""Aurum""",
"""15077721000006111""",UNKNOWN,true,"""blood glucose within reference range""	""Aurum""",
"""15077731000006114""",UNKNOWN,true,"""blood glucose outside reference range""	""Aurum""",
"""15126321000006118""",UNKNOWN,true,"""glucose arbitrary concentration in blood""	""Aurum""",
"""15127541000006118""",UNKNOWN,true,"""fasting glucose molar concentration in plasma""	""Aurum""",
"""15310291000006114""",UNKNOWN,true,"""urine glucose not detected""	""Aurum""",
"""13599""",UNKNOWN,true,"""random blood sugar""	""Gold""",
"""48564""",UNKNOWN,true,"""supper time blood sugar""	""Gold""",
"""38062""",UNKNOWN,true,"""laboratory blood sugar""	""Gold""",
"""98""",UNKNOWN,true,"""plasma glucose level""	""Gold""",
"""39603""",UNKNOWN,true,"""bedtime blood sugar""	""Gold""",
"""18167""",UNKNOWN,true,"""annual diabetic blood test""	""Gold""",
"""107452""",UNKNOWN,true,"""further diabetic monitoring""	""Gold""",
"""98973""",UNKNOWN,true,"""240 minute plasma glucose level""	""Gold""",
"""42""",UNKNOWN,true,"""urine test for glucose""	""Gold""",
"""25446""",UNKNOWN,true,"""[d]elevated blood glucose level""	""Gold""",
"""5986""",UNKNOWN,true,"""[d]glucose, blood level abnormal""	""Gold""",
