"prodcodeid"	"term"	"productname"	"formulation"	"route"	"ingredient"	"strength"	"BNFChapter"	"concat"	"match"	"Antihypertensives"
"3159941000033114"	"Lopace 10mg capsules (Discovery Pharmaceuticals)"	"Lopace 10mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Ramipril"	"10.000mg"	NA	"lopace 10mg capsules lopace 10mg capsules  discovery pharmaceuticals  ramipril"	1	"Ramipril"
"3160641000033118"	"Quinapril 10mg / Hydrochlorothiazide 12.5mg tablets"	"Quinapril 10mg / Hydrochlorothiazide 12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Quinapril"	"12.500mg + 10.000mg"	"02050501"	"quinapril 10mg   hydrochlorothiazide 12 5mg tablets quinapril 10mg   hydrochlorothiazide 12 5mg tablets hydrochlorothiazide  quinapril hydrochloride"	1	"Hydrochlorothiazide/Quinapril"
"3160841000033117"	"Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets"	"Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Lisinopril"	"12.500mg + 10.000mg"	"02050501"	"lisinopril 10mg   hydrochlorothiazide 12 5mg tablets lisinopril 10mg   hydrochlorothiazide 12 5mg tablets hydrochlorothiazide  lisinopril"	1	"Hydrochlorothiazide/Lisinopril"
"3160941000033113"	"Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets"	"Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Lisinopril"	"12.500mg + 20.000mg"	"02050501"	"lisinopril 20mg   hydrochlorothiazide 12 5mg tablets lisinopril 20mg   hydrochlorothiazide 12 5mg tablets hydrochlorothiazide  lisinopril"	1	"Hydrochlorothiazide/Lisinopril"
"3161041000033115"	"Bendroflumethiazide 2.5mg / Potassium chloride 573mg (potassium 7.7mmol) modified-release tablets"	"Bendroflumethiazide 2.5mg / Potassium chloride 573mg (potassium 7.7mmol) modified-release tablets"	"Modified-release tablet"	"Oral"	"Bendroflumethiazide"	"2.500mg + 573.000mg"	"02020800"	"bendroflumethiazide 2 5mg   potassium chloride 573mg  potassium 7 7mmol  modified release tablets bendroflumethiazide 2 5mg   potassium chloride 573mg  potassium 7 7mmol  modified release tablets bendroflumethiazide  potassium chloride"	1	"Bendroflumethiazide"
"3161141000033116"	"Irbesartan 150mg / Hydrochlorothiazide 12.5mg tablets"	"Irbesartan 150mg / Hydrochlorothiazide 12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Irbesartan"	"12.500mg + 150.000mg"	"02050502"	"irbesartan 150mg   hydrochlorothiazide 12 5mg tablets irbesartan 150mg   hydrochlorothiazide 12 5mg tablets hydrochlorothiazide  irbesartan"	1	"Hydrochlorothiazide/Irbesartan"
"3161241000033111"	"Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets"	"Irbesartan 300mg / Hydrochlorothiazide 12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Irbesartan"	"12.500mg + 300.000mg"	"02050502"	"irbesartan 300mg   hydrochlorothiazide 12 5mg tablets irbesartan 300mg   hydrochlorothiazide 12 5mg tablets hydrochlorothiazide  irbesartan"	1	"Hydrochlorothiazide/Irbesartan"
"3161341000033118"	"Metoprolol 100mg / Hydrochlorothiazide 12.5mg tablets"	"Metoprolol 100mg / Hydrochlorothiazide 12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Metoprolol"	"12.500mg + 100.000mg"	"02040000"	"metoprolol 100mg   hydrochlorothiazide 12 5mg tablets metoprolol 100mg   hydrochlorothiazide 12 5mg tablets hydrochlorothiazide  metoprolol tartrate"	1	"Hydrochlorothiazide/Metoprolol"
"3161441000033112"	"Valsartan 160mg / Hydrochlorothiazide 12.5mg tablets"	"Valsartan 160mg / Hydrochlorothiazide 12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Valsartan"	"12.500mg + 160.000mg"	"02050502"	"valsartan 160mg   hydrochlorothiazide 12 5mg tablets valsartan 160mg   hydrochlorothiazide 12 5mg tablets hydrochlorothiazide  valsartan"	1	"Hydrochlorothiazide/Valsartan"
"3161541000033113"	"Valsartan 160mg / Hydrochlorothiazide 25mg tablets"	"Valsartan 160mg / Hydrochlorothiazide 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Valsartan"	"25.000mg + 160.000mg"	"02050502"	"valsartan 160mg   hydrochlorothiazide 25mg tablets valsartan 160mg   hydrochlorothiazide 25mg tablets hydrochlorothiazide  valsartan"	1	"Hydrochlorothiazide/Valsartan"
"3161641000033114"	"Perindopril erbumine 4mg / Indapamide 1.25mg tablets"	"Perindopril erbumine 4mg / Indapamide 1.25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Indapamide/Perindopril"	"1.250mg + 4.000mg"	"02050501"	"perindopril erbumine 4mg   indapamide 1 25mg tablets perindopril erbumine 4mg   indapamide 1 25mg tablets indapamide  perindopril erbumine"	1	"Indapamide/Perindopril"
"3161741000033117"	"Losartan 50mg / Hydrochlorothiazide 12.5mg tablets"	"Losartan 50mg / Hydrochlorothiazide 12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Losartan"	"12.500mg + 50.000mg"	"02050502"	"losartan 50mg   hydrochlorothiazide 12 5mg tablets losartan 50mg   hydrochlorothiazide 12 5mg tablets hydrochlorothiazide  losartan potassium"	1	"Hydrochlorothiazide/Losartan"
"3161941000033119"	"Triamterene 50mg / Benzthiazide 25mg capsules"	"Triamterene 50mg / Benzthiazide 25mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Triamterene"	"25.000mg + 50.000mg"	"02020400"	"triamterene 50mg   benzthiazide 25mg capsules triamterene 50mg   benzthiazide 25mg capsules benzthiazide  triamterene"	1	"Triamterene"
"3162241000033117"	"Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets"	"Enalapril 20mg / Hydrochlorothiazide 12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Enalapril/Hydrochlorothiazide"	"20.000mg + 12.500mg"	"02050501"	"enalapril 20mg   hydrochlorothiazide 12 5mg tablets enalapril 20mg   hydrochlorothiazide 12 5mg tablets enalapril maleate  hydrochlorothiazide"	1	"Enalapril/Hydrochlorothiazide"
"3162341000033110"	"Triamterene 50mg / Chlortalidone 50mg tablets"	"Triamterene 50mg / Chlortalidone 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Chlortalidone/Triamterene"	"50.000mg + 50.000mg"	"02020400"	"triamterene 50mg   chlortalidone 50mg tablets triamterene 50mg   chlortalidone 50mg tablets chlortalidone  triamterene"	1	"Chlortalidone/Triamterene"
"3162541000033115"	"Spironolactone 50mg / Furosemide 20mg capsules"	"Spironolactone 50mg / Furosemide 20mg capsules"	"Capsule/ Oral capsule"	"Oral"	"Spironolactone"	"20.000mg + 50.000mg"	"02020400"	"spironolactone 50mg   furosemide 20mg capsules spironolactone 50mg   furosemide 20mg capsules furosemide  spironolactone"	1	"Spironolactone"
"3162641000033119"	"Telmisartan 40mg / Hydrochlorothiazide 12.5mg tablets"	"Telmisartan 40mg / Hydrochlorothiazide 12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Telmisartan"	"12.500mg + 40.000mg"	"02050502"	"telmisartan 40mg   hydrochlorothiazide 12 5mg tablets telmisartan 40mg   hydrochlorothiazide 12 5mg tablets hydrochlorothiazide  telmisartan"	1	"Hydrochlorothiazide/Telmisartan"
"3162741000033111"	"Telmisartan 80mg / Hydrochlorothiazide 12.5mg tablets"	"Telmisartan 80mg / Hydrochlorothiazide 12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Telmisartan"	"12.500mg + 80.000mg"	"02050502"	"telmisartan 80mg   hydrochlorothiazide 12 5mg tablets telmisartan 80mg   hydrochlorothiazide 12 5mg tablets hydrochlorothiazide  telmisartan"	1	"Hydrochlorothiazide/Telmisartan"
"3162841000033118"	"Bendroflumethiazide 2.5mg / Potassium chloride 630mg (potassium 8.4mmol) modified-release tablets"	"Bendroflumethiazide 2.5mg / Potassium chloride 630mg (potassium 8.4mmol) modified-release tablets"	"Modified-release tablet"	"Oral"	"Bendroflumethiazide"	"2.500mg + 630.000mg"	"02020800"	"bendroflumethiazide 2 5mg   potassium chloride 630mg  potassium 8 4mmol  modified release tablets bendroflumethiazide 2 5mg   potassium chloride 630mg  potassium 8 4mmol  modified release tablets bendroflumethiazide  potassium chloride"	1	"Bendroflumethiazide"
"3162941000033114"	"Acebutolol 200mg / Hydrochlorothiazide 12.5mg tablets"	"Acebutolol 200mg / Hydrochlorothiazide 12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Acebutolol"	"200.000mg + 12.500mg"	"02040000"	"acebutolol 200mg   hydrochlorothiazide 12 5mg tablets acebutolol 200mg   hydrochlorothiazide 12 5mg tablets acebutolol hydrochloride  hydrochlorothiazide"	1	"Hydrochlorothiazide/Acebutolol"
"3163041000033116"	"Verapamil 180mg modified-release / Trandolapril 2mg capsules"	"Verapamil 180mg modified-release / Trandolapril 2mg capsules"	"Modified-release capsule"	"Oral"	"Trandolapril/Verapamil"	"2.000mg + 180.000mg"	"02050501"	"verapamil 180mg modified release   trandolapril 2mg capsules verapamil 180mg modified release   trandolapril 2mg capsules trandolapril  verapamil hydrochloride"	1	"Trandolapril/Verapamil"
"3163141000033117"	"Pindolol 10mg / Clopamide 5mg tablets"	"Pindolol 10mg / Clopamide 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Pindolol"	"5.000mg + 10.000mg"	"02040000"	"pindolol 10mg   clopamide 5mg tablets pindolol 10mg   clopamide 5mg tablets clopamide  pindolol"	1	"Pindolol"
"3163241000033112"	"Felodipine 5mg modified-release / Ramipril 5mg tablets"	"Felodipine 5mg modified-release / Ramipril 5mg tablets"	"Modified-release tablet"	"Oral"	"Felodipine/Ramipril"	"5.000mg + 5.000mg"	"02050501"	"felodipine 5mg modified release   ramipril 5mg tablets felodipine 5mg modified release   ramipril 5mg tablets felodipine  ramipril"	1	"Felodipine/Ramipril"
"3163341000033119"	"Felodipine 2.5mg modified-release / Ramipril 2.5mg tablets"	"Felodipine 2.5mg modified-release / Ramipril 2.5mg tablets"	"Modified-release tablet"	"Oral"	"Felodipine/Ramipril"	"2.500mg + 2.500mg"	"02050501"	"felodipine 2 5mg modified release   ramipril 2 5mg tablets felodipine 2 5mg modified release   ramipril 2 5mg tablets felodipine  ramipril"	1	"Felodipine/Ramipril"
"3177441000033110"	"Felogen XL 5mg tablets (Viatris UK Healthcare Ltd)"	"Felogen XL 5mg tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"5.000mg"	NA	"felogen xl 5mg tablets felogen xl 5mg tablets  viatris uk healthcare ltd  felodipine"	1	"Felodipine"
"3177541000033111"	"Felogen XL 10mg tablets (Viatris UK Healthcare Ltd)"	"Felogen XL 10mg tablets"	"Modified-release tablet"	"Oral"	"Felodipine"	"10.000mg"	NA	"felogen xl 10mg tablets felogen xl 10mg tablets  viatris uk healthcare ltd  felodipine"	1	"Felodipine"
"3188741000033111"	"Amlostin 5mg tablets (Discovery Pharmaceuticals)"	"Amlostin 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Amlodipine"	"5.000mg"	NA	"amlostin 5mg tablets amlostin 5mg tablets  discovery pharmaceuticals  amlodipine"	1	"Amlodipine"
"3188841000033118"	"Amlostin 10mg tablets (Discovery Pharmaceuticals)"	"Amlostin 10mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Amlodipine"	"10.000mg"	NA	"amlostin 10mg tablets amlostin 10mg tablets  discovery pharmaceuticals  amlodipine"	1	"Amlodipine"
"3190741000033112"	"Valsartan 80mg / Hydrochlorothiazide 12.5mg tablets"	"Valsartan 80mg / Hydrochlorothiazide 12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Valsartan"	"12.500mg + 80.000mg"	"02050502"	"valsartan 80mg   hydrochlorothiazide 12 5mg tablets valsartan 80mg   hydrochlorothiazide 12 5mg tablets hydrochlorothiazide  valsartan"	1	"Hydrochlorothiazide/Valsartan"
"3190841000033119"	"Co-Diovan 80mg/12.5mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Co-Diovan 80mg/12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Valsartan"	"12.500mg + 80.000mg"	NA	"co diovan 80mg 12 5mg tablets co diovan 80mg 12 5mg tablets  novartis pharmaceuticals uk ltd  hydrochlorothiazide  valsartan"	1	"Hydrochlorothiazide/Valsartan"
"3198841000033117"	"Eplerenone 25mg tablets"	"Eplerenone 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Eplerenone"	"25.000mg"	"02020300"	"eplerenone 25mg tablets eplerenone 25mg tablets eplerenone"	1	"Eplerenone"
"3198941000033113"	"Eplerenone 50mg tablets"	"Eplerenone 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Eplerenone"	"50.000mg"	"02020300"	"eplerenone 50mg tablets eplerenone 50mg tablets eplerenone"	1	"Eplerenone"
"3199041000033116"	"Inspra 25mg tablets (Viatris UK Healthcare Ltd)"	"Inspra 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Eplerenone"	"25.000mg"	NA	"inspra 25mg tablets inspra 25mg tablets  viatris uk healthcare ltd  eplerenone"	1	"Eplerenone"
"3199141000033117"	"Inspra 50mg tablets (Viatris UK Healthcare Ltd)"	"Inspra 50mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Eplerenone"	"50.000mg"	NA	"inspra 50mg tablets inspra 50mg tablets  viatris uk healthcare ltd  eplerenone"	1	"Eplerenone"
"3201341000033115"	"Valsartan 40mg tablets"	"Valsartan 40mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Valsartan"	"40.000mg"	"02050502"	"valsartan 40mg tablets valsartan 40mg tablets valsartan"	1	"Valsartan"
"3201441000033114"	"Diovan 40mg tablets (Novartis Pharmaceuticals UK Ltd)"	"Diovan 40mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Valsartan"	"40.000mg"	NA	"diovan 40mg tablets diovan 40mg tablets  novartis pharmaceuticals uk ltd  valsartan"	1	"Valsartan"
"3225441000033117"	"Adipine XL 30mg tablets (Chiesi Ltd)"	"Adipine XL 30mg tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"30.000mg"	NA	"adipine xl 30mg tablets adipine xl 30mg tablets  chiesi ltd  nifedipine"	1	"Nifedipine"
"3225541000033116"	"Adipine XL 60mg tablets (Chiesi Ltd)"	"Adipine XL 60mg tablets"	"Modified-release tablet"	"Oral"	"Nifedipine"	"60.000mg"	NA	"adipine xl 60mg tablets adipine xl 60mg tablets  chiesi ltd  nifedipine"	1	"Nifedipine"
"3227241000033111"	"Candesartan 32mg tablets"	"Candesartan 32mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Candesartan"	"32.000mg"	"02050502"	"candesartan 32mg tablets candesartan 32mg tablets candesartan cilexetil"	1	"Candesartan"
"3227341000033118"	"Amias 32mg tablets (Neon Healthcare Ltd)"	"Amias 32mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Candesartan"	"32.000mg"	NA	"amias 32mg tablets amias 32mg tablets  neon healthcare ltd  candesartan cilexetil"	1	"Candesartan"
"3230441000033114"	"Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops"	"Latanoprost 50micrograms/ml / Timolol 5mg/ml eye drops"	"Eye drops"	"Ocular"	"Timolol"	"50.000microgram/1.000ml + 5.000mg/1.000ml"	"11060000"	"latanoprost 50micrograms ml   timolol 5mg ml eye drops latanoprost 50micrograms ml   timolol 5mg ml eye drops latanoprost  timolol maleate"	1	"Timolol"
"3246941000033118"	"Atenolol 50mg / Nifedipine 20mg modified-release capsules"	"Atenolol 50mg / Nifedipine 20mg modified-release capsules"	"Modified-release capsule"	"Oral"	"Nifedipine/Atenolol"	"50.000mg + 20.000mg"	"02040000"	"atenolol 50mg   nifedipine 20mg modified release capsules atenolol 50mg   nifedipine 20mg modified release capsules atenolol  nifedipine"	1	"Nifedipine/Atenolol"
"3279241000033117"	"Enalapril 5mg/5ml oral suspension sugar free"	"Enalapril 5mg/5ml oral suspension sugar free"	"Oral suspension"	"Oral"	"Enalapril"	"1.000mg/1.000ml"	NA	"enalapril 5mg 5ml oral suspension sugar free enalapril 5mg 5ml oral suspension sugar free enalapril maleate"	1	"Enalapril"
"3279541000033115"	"Lisicostad 10mg/12.5mg tablets (Genus Pharmaceuticals Ltd)"	"Lisicostad 10mg/12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Lisinopril"	"12.500mg + 10.000mg"	NA	"lisicostad 10mg 12 5mg tablets lisicostad 10mg 12 5mg tablets  genus pharmaceuticals ltd  hydrochlorothiazide  lisinopril"	1	"Hydrochlorothiazide/Lisinopril"
"3279641000033119"	"Lisicostad 20mg/12.5mg tablets (Genus Pharmaceuticals Ltd)"	"Lisicostad 20mg/12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Lisinopril"	"12.500mg + 20.000mg"	NA	"lisicostad 20mg 12 5mg tablets lisicostad 20mg 12 5mg tablets  genus pharmaceuticals ltd  hydrochlorothiazide  lisinopril"	1	"Hydrochlorothiazide/Lisinopril"
"3280041000033113"	"Brimonidine 2mg/ml / Timolol 5mg/ml eye drops"	"Brimonidine 2mg/ml / Timolol 5mg/ml eye drops"	"Eye drops"	"Ocular"	"Timolol"	"2.000mg/1.000ml + 5.000mg/1.000ml"	"11060000"	"brimonidine 2mg ml   timolol 5mg ml eye drops brimonidine 2mg ml   timolol 5mg ml eye drops brimonidine tartrate  timolol maleate"	1	"Timolol"
"3280141000033112"	"Combigan eye drops (AbbVie Ltd)"	"Combigan eye drops"	"Eye drops"	"Ocular"	"Timolol"	"2.000mg/1.000ml + 5.000mg/1.000ml"	NA	"combigan eye drops combigan eye drops  abbvie ltd  brimonidine tartrate  timolol maleate"	1	"Timolol"
"3283141000033118"	"Quinil 5mg tablets (Tillomed Laboratories Ltd)"	"Quinil 5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Quinapril"	"5.000mg"	NA	"quinil 5mg tablets quinil 5mg tablets  tillomed laboratories ltd  quinapril hydrochloride"	1	"Quinapril"
"3333941000033117"	"Captopril 8mg/5ml oral suspension"	"Captopril 8mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Captopril"	"1.600mg/1.000ml"	"02050501"	"captopril 8mg 5ml oral suspension captopril 8mg 5ml oral suspension captopril"	1	"Captopril"
"3346641000033118"	"Timolol 10mg / Bendroflumethiazide 2.5mg tablets"	"Timolol 10mg / Bendroflumethiazide 2.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Bendroflumethiazide/Timolol"	"2.500mg + 10.000mg"	"02040000"	"timolol 10mg   bendroflumethiazide 2 5mg tablets timolol 10mg   bendroflumethiazide 2 5mg tablets bendroflumethiazide  timolol maleate"	1	"Bendroflumethiazide/Timolol"
"3346841000033117"	"Losartan 100mg / Hydrochlorothiazide 25mg tablets"	"Losartan 100mg / Hydrochlorothiazide 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Losartan"	"25.000mg + 100.000mg"	"02050502"	"losartan 100mg   hydrochlorothiazide 25mg tablets losartan 100mg   hydrochlorothiazide 25mg tablets hydrochlorothiazide  losartan potassium"	1	"Hydrochlorothiazide/Losartan"
"3346941000033113"	"Cozaar-Comp 100mg/25mg tablets (Organon Pharma (UK) Ltd)"	"Cozaar-Comp 100mg/25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Losartan"	"25.000mg + 100.000mg"	NA	"cozaar comp 100mg 25mg tablets cozaar comp 100mg 25mg tablets  organon pharma  uk  ltd  hydrochlorothiazide  losartan potassium"	1	"Hydrochlorothiazide/Losartan"
"3851341000033117"	"Captopril 3mg/5ml oral solution"	"Captopril 3mg/5ml oral solution"	"Oral solution"	"Oral"	"Captopril"	"600.000microgram/1.000ml"	"02050501"	"captopril 3mg 5ml oral solution captopril 3mg 5ml oral solution captopril"	1	"Captopril"
"3890041000033117"	"Ramipril  Powder For Oral Suspension With Diluent (Kit)  10 mg/5 ml"	"Ramipril  Powder For Oral Suspension With Diluent (Kit)  10 mg/5 ml"	"Powder"	"Oral"	"Ramipril"	NA	NA	"na ramipril  powder for oral suspension with diluent  kit   10 mg 5 ml ramipril"	1	"Ramipril"
"3890141000033118"	"Amlodipine  Powder For Oral Suspension With Diluent (Kit)  10 mg/5 ml"	"Amlodipine  Powder For Oral Suspension With Diluent (Kit)  10 mg/5 ml"	"Powder"	"Oral"	"Amlodipine"	NA	NA	"na amlodipine  powder for oral suspension with diluent  kit   10 mg 5 ml amlodipine"	1	"Amlodipine"
"3908741000033114"	"Lercanidipine 20mg tablets"	"Lercanidipine 20mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lercanidipine"	"20.000mg"	"02060200"	"lercanidipine 20mg tablets lercanidipine 20mg tablets lercanidipine hydrochloride"	1	"Lercanidipine"
"3908841000033116"	"Zanidip 20mg tablets (Recordati Pharmaceuticals Ltd)"	"Zanidip 20mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Lercanidipine"	"20.000mg"	NA	"zanidip 20mg tablets zanidip 20mg tablets  recordati pharmaceuticals ltd  lercanidipine hydrochloride"	1	"Lercanidipine"
"3908941000033112"	"Olmesartan medoxomil 20mg / Hydrochlorothiazide 12.5mg tablets"	"Olmesartan medoxomil 20mg / Hydrochlorothiazide 12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Olmesartan"	"12.500mg + 20.000mg"	"02050502"	"olmesartan medoxomil 20mg   hydrochlorothiazide 12 5mg tablets olmesartan medoxomil 20mg   hydrochlorothiazide 12 5mg tablets hydrochlorothiazide  olmesartan medoxomil"	1	"Hydrochlorothiazide/Olmesartan"
"3909041000033115"	"Olmesartan medoxomil 20mg / Hydrochlorothiazide 25mg tablets"	"Olmesartan medoxomil 20mg / Hydrochlorothiazide 25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Olmesartan"	"25.000mg + 20.000mg"	"02050502"	"olmesartan medoxomil 20mg   hydrochlorothiazide 25mg tablets olmesartan medoxomil 20mg   hydrochlorothiazide 25mg tablets hydrochlorothiazide  olmesartan medoxomil"	1	"Hydrochlorothiazide/Olmesartan"
"3909141000033116"	"Olmetec Plus 20mg/12.5mg tablets (Daiichi Sankyo UK Ltd)"	"Olmetec Plus 20mg/12.5mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Olmesartan"	"12.500mg + 20.000mg"	NA	"olmetec plus 20mg 12 5mg tablets olmetec plus 20mg 12 5mg tablets  daiichi sankyo uk ltd  hydrochlorothiazide  olmesartan medoxomil"	1	"Hydrochlorothiazide/Olmesartan"
"3909241000033111"	"Olmetec Plus 20mg/25mg tablets (Daiichi Sankyo UK Ltd)"	"Olmetec Plus 20mg/25mg tablets"	"Tablet/ Oral Tablet"	"Oral"	"Hydrochlorothiazide/Olmesartan"	"25.000mg + 20.000mg"	NA	"olmetec plus 20mg 25mg tablets olmetec plus 20mg 25mg tablets  daiichi sankyo uk ltd  hydrochlorothiazide  olmesartan medoxomil"	1	"Hydrochlorothiazide/Olmesartan"
"3923341000033111"	"Travoprost 40micrograms/ml / Timolol 5mg/ml eye drops"	"Travoprost 40micrograms/ml / Timolol 5mg/ml eye drops"	"Eye drops"	"Ocular"	"Timolol"	"5.000mg/1.000ml + 40.000microgram/1.000ml"	"11060000"	"travoprost 40micrograms ml   timolol 5mg ml eye drops travoprost 40micrograms ml   timolol 5mg ml eye drops timolol maleate  travoprost"	1	"Timolol"
"3923441000033117"	"DuoTrav 40micrograms/ml / 5mg/ml eye drops (Novartis Pharmaceuticals UK Ltd)"	"DuoTrav 40micrograms/ml / 5mg/ml eye drops"	"Eye drops"	"Ocular"	"Timolol"	"5.000mg/1.000ml + 40.000microgram/1.000ml"	NA	"duotrav 40micrograms ml   5mg ml eye drops duotrav 40micrograms ml   5mg ml eye drops  novartis pharmaceuticals uk ltd  timolol maleate  travoprost"	1	"Timolol"
"3924141000033111"	"Chlorothiazide 200mg/5ml oral suspension"	"Chlorothiazide 200mg/5ml oral suspension"	"Oral suspension"	"Oral"	"Chlorothiazide"	"40.000mg/1.000ml"	"02020100"	"chlorothiazide 200mg 5ml oral suspension chlorothiazide 200mg 5ml oral suspension chlorothiazide"	1	"Chlorothiazide"
